train_dataset,test_dataset,clf,metric,embedding,native,coverage_matched,strict,topology_matched,delta_topology_minus_native,delta_strict_minus_coverage,rank_native,rank_coverage_matched,rank_strict,rank_topology_matched,rank_change_native_to_topology,native_wins_topology_loses,coverage_improves_strict_collapses,protocol_sensitivity_score,source_file
mHSC-GM,mHSC-L,lr,auroc,cl_scratch_v5,0.7705308,0.7705308,0.7705308,0.7705308,0.0,0.0,5,5,5,5,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,lr,auroc,cl_v6_fair,0.7863636,0.7863636,0.7863636,0.7863636,0.0,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,lr,auroc,minus,0.7795632,0.7795632,0.7795632,0.7795632,0.0,0.0,4,4,4,4,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,lr,auroc,scGPT_human,0.7842612,0.7842612,0.7842612,0.7842612,0.0,0.0,2,2,2,2,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,lr,auroc,scconcept,0.749183,0.749183,0.749183,0.749183,0.0,0.0,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,lr,auroc,scconcept_encoded,0.6852427999999999,0.6852427999999999,0.6852427999999999,0.6852427999999999,0.0,0.0,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,lr,auroc,v4_bias_rec_best,0.7828666,0.7828666,0.7828666,0.7828666,0.0,0.0,3,3,3,3,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,lr,auroc,v4_plain_best,0.7602714,0.7602714,0.7602714,0.7602714,0.0,0.0,7,7,7,7,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,lr,auroc,v4_type_pe_best,0.7676822,0.7676822,0.7676822,0.7676822,0.0,0.0,6,6,6,6,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,baseline,0.799635,0.799635,0.799635,0.799635,0.0,0.0,7,7,7,7,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,cl_scratch_v5,0.803642,0.803642,0.803642,0.803642,0.0,0.0,6,6,6,6,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,cl_v6_fair,0.8187222,0.8187222,0.8187222,0.8187222,0.0,0.0,2,2,2,2,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,minus,0.8072112,0.8072112,0.8072112,0.8072112,0.0,0.0,5,5,5,5,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,scGPT_human,0.8128672,0.8128672,0.8128672,0.8128672,0.0,0.0,3,3,3,3,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,scconcept,0.7791444000000001,0.7791444000000001,0.7791444000000001,0.7791444000000001,0.0,0.0,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,scconcept_encoded,0.7484718,0.7484718,0.7484718,0.7484718,0.0,0.0,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,v4_bias_rec_best,0.8228162,0.8228162,0.8228162,0.8228162,0.0,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,v4_plain_best,0.7995793999999999,0.7995793999999999,0.7995793999999999,0.7995793999999999,0.0,0.0,8,8,8,8,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mHSC-L,mlp,auroc,v4_type_pe_best,0.810124,0.810124,0.810124,0.810124,0.0,0.0,4,4,4,4,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,auroc,scGPT_human,0.5605162,0.5955358,0.5023482,0.5812958,0.02077960000000001,-0.09318759999999993,7,5,8,7,0,False,True,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,mlp,auroc,baseline,0.7577912,0.7345662,0.6927124,0.6634818,-0.09430939999999999,-0.04185379999999994,1,2,1,1,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,mlp,auroc,v4_bias_rec_best,0.7458592,0.8364288,0.662672,0.6607286,-0.08513060000000006,-0.17375679999999993,2,1,3,2,0,False,True,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hHep,lr,auroc,v4_type_pe_best,0.6352358,0.5760336,0.713306,0.7523318,0.11709599999999998,0.13727239999999996,1,6,1,1,0,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mDC,mlp,auroc,cl_v6_fair,0.5957892,0.3839942,0.646316,0.5956886,-0.00010060000000000624,0.2623218,2,9,3,2,0,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,auroc,baseline,0.503784,0.4410775,,,,,4,7,,,,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,auroc,cl_scratch_v5,0.5044428,,,,,,3,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,auroc,cl_v6_fair,0.5048798,0.526316,,,,,2,2,,,,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,auroc,minus,0.5058469999999999,0.3125,0.5,0.5,-0.005846999999999936,0.1875,1,8,1,1,0,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,auroc,v4_plain_best,0.5008902,0.4916665,0.5,0.5,-0.0008901999999999521,0.008333499999999994,6,4,5,6,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,baseline,0.5015172,,,,,,7,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,cl_scratch_v5,0.5030994,,,,,,4,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,cl_v6_fair,0.5040226,0.5263158,,,,,1,1,,,,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,minus,0.5033014,,,,,,3,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,scGPT_human,0.4959404,,,,,,10,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,scconcept,0.4989502,,,,,,8,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,scconcept_encoded,0.5035997999999999,0.4920636,,,,,2,2,,,,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,v4_bias_rec_best,0.4977246,,,,,,9,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,v4_plain_best,0.5015524,,,,,,6,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,lr,auroc,v4_type_pe_best,0.5022754,,,,,,5,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,lr,auroc,baseline,0.655971,0.655971,0.655971,0.6471348,-0.00883619999999996,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,lr,auroc,cl_scratch_v5,0.5717806,0.5717806,0.5717806,0.562785,-0.008995599999999992,0.0,3,3,3,3,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,lr,auroc,scGPT_human,0.6223414,0.6223414,0.6223414,0.6387054,0.016363999999999934,0.0,2,2,2,2,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,lr,auroc,scconcept,0.4883934,0.4883934,0.4883934,0.4847604,-0.0036329999999999973,0.0,7,7,7,7,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,lr,auroc,scconcept_encoded,0.5210506,0.5210506,0.5210506,0.5269664000000001,0.005915800000000027,0.0,5,5,5,5,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,lr,auroc,v4_type_pe_best,0.4754462,0.4754462,0.4754462,0.4598648,-0.015581399999999967,0.0,8,8,8,8,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,mlp,auroc,minus,0.6739434,0.6739434,0.6739434,0.6467834,-0.027159999999999962,0.0,2,2,2,2,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,mlp,auroc,scGPT_human,0.6970649999999999,0.6970649999999999,0.6970649999999999,0.6885698,-0.008495199999999925,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,mlp,auroc,scconcept,0.466812,0.466812,0.466812,0.4624652,-0.004346799999999984,0.0,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,mlp,auroc,scconcept_encoded,0.4761136,0.4761136,0.4761136,0.4842798,0.008166199999999957,0.0,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-E,mlp,auroc,v4_type_pe_best,0.6358478,0.6358478,0.6358478,0.6345898,-0.0012579999999999814,0.0,3,3,3,3,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,baseline,0.7649002,0.7649002,0.7649002,0.7649002,0.0,0.0,5,5,5,5,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,cl_scratch_v5,0.7767486,0.7767486,0.7767486,0.7767486,0.0,0.0,3,3,3,3,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,cl_v6_fair,0.7687772,0.7687772,0.7687772,0.7687772,0.0,0.0,4,4,4,4,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,minus,0.6890312,0.6890312,0.6890312,0.6890312,0.0,0.0,8,8,8,8,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,scGPT_human,0.7434256,0.7434256,0.7434256,0.7434256,0.0,0.0,6,6,6,6,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,scconcept,0.6843899999999999,0.6843899999999999,0.6843899999999999,0.6843899999999999,0.0,0.0,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,scconcept_encoded,0.6791174,0.6791174,0.6791174,0.6791174,0.0,0.0,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,v4_bias_rec_best,0.7281694,0.7281694,0.7281694,0.7281694,0.0,0.0,7,7,7,7,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,v4_plain_best,0.7995954,0.7995954,0.7995954,0.7995954,0.0,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,lr,auroc,v4_type_pe_best,0.7809806,0.7809806,0.7809806,0.7809806,0.0,0.0,2,2,2,2,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,baseline,0.8502914,0.8502914,0.8502914,0.8502914,0.0,0.0,5,5,5,5,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,cl_scratch_v5,0.8498327999999999,0.8498327999999999,0.8498327999999999,0.8498327999999999,0.0,0.0,6,6,6,6,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,cl_v6_fair,0.8595954,0.8595954,0.8595954,0.8595954,0.0,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,minus,0.8340948,0.8340948,0.8340948,0.8340948,0.0,0.0,8,8,8,8,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,scGPT_human,0.8523002,0.8523002,0.8523002,0.8523002,0.0,0.0,4,4,4,4,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,scconcept,0.7579056000000001,0.7579056000000001,0.7579056000000001,0.7579056000000001,0.0,0.0,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,scconcept_encoded,0.750393,0.750393,0.750393,0.750393,0.0,0.0,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,v4_bias_rec_best,0.8424414,0.8424414,0.8424414,0.8424414,0.0,0.0,7,7,7,7,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,v4_plain_best,0.8534492,0.8534492,0.8534492,0.8534492,0.0,0.0,3,3,3,3,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mHSC-GM,mlp,auroc,v4_type_pe_best,0.858593,0.858593,0.858593,0.858593,0.0,0.0,2,2,2,2,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,hHep,lr,balanced_accuracy,baseline,0.5705244,0.5314852,0.5437134,0.5472058,-0.023318600000000078,0.012228200000000022,2,7,3,2,0,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,hHep,lr,balanced_accuracy,v4_type_pe_best,0.580253,0.619405,0.5555198,0.5505338,-0.029719200000000057,-0.06388519999999998,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,hHep,mlp,balanced_accuracy,baseline,0.5853766,0.5563734,0.5271068,0.5374232,-0.047953400000000035,-0.02926660000000003,3,6,4,3,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,hHep,mlp,balanced_accuracy,cl_v6_fair,0.5469032,0.5832778,0.5117876,0.5076038,-0.039299399999999984,-0.07149019999999995,7,4,7,7,0,False,True,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,hHep,mlp,balanced_accuracy,scconcept_encoded,0.45549239999999996,0.4628738,0.4902884,0.48334720000000003,0.02785480000000007,0.02741460000000001,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,lr,balanced_accuracy,v4_bias_rec_best,0.4397262,0.513791,0.43103,0.36616160000000003,-0.07356459999999998,-0.08276099999999997,10,4,10,10,0,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,mlp,balanced_accuracy,v4_bias_rec_best,0.4029082,0.43356459999999997,0.4188806,0.36982339999999997,-0.033084800000000025,-0.014683999999999975,10,8,10,10,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,mlp,balanced_accuracy,v4_bias_rec_best,0.4995548,0.5,0.506596,0.506596,0.007041200000000025,0.006596000000000046,3,6,5,3,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,lr,balanced_accuracy,cl_scratch_v5,0.5,0.5,0.5058046,0.506596,0.006596000000000046,0.005804600000000049,1,1,6,1,0,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,lr,balanced_accuracy,v4_bias_rec_best,0.5,,0.506596,0.506596,0.006596000000000046,,3,,3,3,0,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,lr,balanced_accuracy,v4_plain_best,0.5,0.49663840000000004,0.506596,0.506596,0.006596000000000046,0.009957600000000011,4,2,4,4,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,lr,balanced_accuracy,scGPT_human,0.5580288,0.4826418,0.523322,0.549123,-0.008905799999999964,0.040680199999999944,2,10,7,2,0,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,lr,balanced_accuracy,scconcept_encoded,0.4937152,0.5180202,0.4772222,0.4498032,-0.04391200000000001,-0.040798000000000056,9,6,10,9,0,False,True,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,balanced_accuracy,cl_scratch_v5,0.5610588,0.5181131999999999,0.5048844,0.5081452,-0.052913600000000005,-0.01322879999999993,3,5,5,3,0,False,True,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,balanced_accuracy,scconcept_encoded,0.464819,0.5304692,0.4705938,0.4093774,-0.05544159999999998,-0.05987539999999997,10,4,10,10,0,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,balanced_accuracy,v4_plain_best,0.5372192,0.4650454,0.5199802,0.4864252,-0.050794000000000006,0.054934800000000006,6,10,1,6,0,False,False,9,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,lr,balanced_accuracy,minus,0.611838,0.5283538,0.5814814,0.5973684,-0.014469599999999971,0.05312760000000005,4,9,7,4,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,lr,balanced_accuracy,scconcept,0.5188306,0.5292478,0.5050124,0.4927538,-0.02607680000000001,-0.024235400000000018,10,8,10,10,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,lr,balanced_accuracy,v4_type_pe_best,0.6094742,0.6123394,0.6088364,0.5838234,-0.025650799999999974,-0.003502999999999923,6,4,3,6,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,mlp,balanced_accuracy,scconcept,0.52683,0.5041476,0.510226,0.48282600000000003,-0.04400399999999999,0.006078399999999928,10,9,10,10,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,mlp,balanced_accuracy,v4_bias_rec_best,0.6386756,0.6344304,0.6111384,0.598603,-0.040072600000000014,-0.02329199999999998,6,2,5,6,0,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,balanced_accuracy,scconcept,0.5190014,0.5135462,0.503173,0.5166792,-0.002322199999999941,-0.010373199999999971,10,9,10,10,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,lr,balanced_accuracy,cl_scratch_v5,0.5706094,0.598422,0.5919556,0.5960260000000001,0.02541660000000001,-0.006466399999999983,1,1,2,1,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,lr,balanced_accuracy,cl_v6_fair,0.5656136,0.5412669999999999,0.592384,0.5811614,0.0155478,0.05111700000000008,3,5,1,3,0,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,lr,balanced_accuracy,scconcept,0.5008202,0.5062228,0.5057512,0.5030924,0.0022721999999999465,-0.00047160000000001645,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,lr,balanced_accuracy,scconcept_encoded,0.4686186,0.5320296,0.4606482,0.4509682,-0.01765040000000001,-0.07138139999999998,10,6,10,10,0,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,mlp,balanced_accuracy,scconcept,0.497178,0.5189526,0.5020126,0.5011448000000001,0.003966800000000048,-0.016939999999999955,9,9,10,9,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,mlp,balanced_accuracy,scconcept_encoded,0.496289,0.5546016,0.506552,0.4949368,-0.00135219999999997,-0.048049600000000026,10,4,9,10,0,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,mlp,balanced_accuracy,cl_v6_fair,0.5303654,0.5028318,0.5424264,0.542491,0.012125599999999959,0.039594599999999924,2,9,2,2,0,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,mlp,balanced_accuracy,scconcept_encoded,0.4946584,0.5755024,0.5112866,0.5105158000000001,0.015857400000000077,-0.06421579999999993,9,2,9,9,0,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,mlp,balanced_accuracy,v4_type_pe_best,0.4932648,0.5093722,0.5102755999999999,0.5104568,0.01719200000000004,0.0009033999999998876,10,6,10,10,0,False,True,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,balanced_accuracy,cl_v6_fair,0.5998876,0.6971122,0.763087,0.769354,0.16946640000000002,0.0659748,3,1,2,3,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,balanced_accuracy,scconcept,0.5052804,0.471014,0.4781418,0.4281596,-0.07712079999999999,0.0071278000000000175,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,balanced_accuracy,scconcept_encoded,0.5492324,0.5133474,0.5202958,0.5564862,0.007253800000000088,0.006948399999999966,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,balanced_accuracy,v4_plain_best,0.6049202,0.6282022,0.7648048000000001,0.8195156,0.2145954,0.13660260000000002,1,5,1,1,0,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,balanced_accuracy,v4_type_pe_best,0.5985576,0.6705368,0.7183541999999999,0.750596,0.15203840000000002,0.0478173999999999,5,3,6,5,0,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,mlp,balanced_accuracy,cl_v6_fair,0.6221639999999999,0.7050592,0.72917,0.7328774,0.11071340000000007,0.024110799999999988,5,1,3,5,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,mlp,balanced_accuracy,scconcept,0.5126128,0.4877056,0.5184572000000001,0.44763379999999997,-0.06497900000000001,0.030751600000000046,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,mlp,balanced_accuracy,scconcept_encoded,0.5465274,0.500903,0.5647512,0.5825908,0.03606339999999997,0.06384820000000002,9,9,9,9,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,mlp,balanced_accuracy,v4_plain_best,0.6325094,0.6231126,0.7311282,0.8152237999999999,0.18271439999999994,0.10801559999999999,1,5,2,1,0,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-GM,lr,balanced_accuracy,scconcept,0.5129284000000001,0.49324819999999997,0.47282060000000004,0.4852942,-0.027634200000000053,-0.020427599999999935,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,lr,balanced_accuracy,scconcept,0.502387,0.4656922,0.45877840000000003,0.46428579999999997,-0.03810120000000006,-0.00691379999999997,10,10,10,10,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,mlp,balanced_accuracy,v4_type_pe_best,0.5648453999999999,0.5609464,0.5163548,0.513976,-0.050869399999999954,-0.044591599999999953,2,2,1,2,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,balanced_accuracy,scconcept,0.484243,0.46316999999999997,0.537368,0.5078144,0.02357140000000002,0.07419799999999999,3,2,1,3,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,mlp,balanced_accuracy,baseline,0.4506238,0.457596,0.466569,0.4933608,0.04273699999999997,0.008973000000000009,6,7,5,6,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,mlp,balanced_accuracy,scGPT_human,0.4854416,0.48107,0.542362,0.5141012,0.028659600000000063,0.06129200000000001,3,3,1,3,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,mlp,balanced_accuracy,v4_bias_rec_best,0.4328588,0.435876,0.4512924,0.422738,-0.010120799999999985,0.015416399999999997,10,8,6,10,0,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,baseline,0.5,0.5,,,,,2,1,,,,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,cl_scratch_v5,0.5,,,,,,3,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,cl_v6_fair,0.5,0.5,,,,,4,2,,,,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,minus,0.5,,,,,,5,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,scGPT_human,0.5004452,,,,,,1,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,scconcept,0.5,,,,,,6,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,scconcept_encoded,0.5,,,,,,7,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,v4_bias_rec_best,0.5,,,,,,8,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,v4_plain_best,0.5,,,,,,9,,,,,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,lr,balanced_accuracy,v4_type_pe_best,0.5,0.5,,,,,10,3,,,,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,mlp,balanced_accuracy,baseline,0.5,0.5,0.5,0.5,0.0,0.0,1,1,1,1,0,False,False,0,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,mlp,balanced_accuracy,cl_scratch_v5,0.5,0.5,,,,,2,2,,,,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,mlp,balanced_accuracy,cl_v6_fair,0.5,0.5,,,,,3,3,,,,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,mlp,balanced_accuracy,scconcept_encoded,0.5,0.5,0.5,,,0.0,7,6,5,,,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,balanced_accuracy,baseline,0.4484528,0.5352124,0.5142102,0.5073598,0.05890700000000004,-0.021002200000000082,8,2,6,8,0,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,balanced_accuracy,cl_scratch_v5,0.5740024,0.5093099999999999,0.5347824,0.5600196000000001,-0.013982799999999962,0.02547240000000006,2,4,3,2,0,False,False,1,results/transfer_v2/embedding_transfer_summary_v2.csv
