train_dataset,test_dataset,direction,protocol,embedding,clf,seed,n_common_genes,retained_fraction,n_train_edges,n_test_edges,oov_train_count,oov_test_count,oov_train_rate,oov_test_rate,oov_policy,auroc,auprc,f1,balanced_accuracy,precision_at_k,recall_at_k,calibration_brier
mHSC-L,hHep,mHSC-L->hHep,native,baseline,mlp,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.683953,0.68209,0.587459,0.620508,0.745,0.220741,0.300245
mHSC-L,hHep,mHSC-L->hHep,native,baseline,mlp,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.6996,0.673709,0.601626,0.627713,0.735,0.217778,0.29424
mHSC-L,hHep,mHSC-L->hHep,native,baseline,mlp,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.687807,0.669553,0.632466,0.633458,0.725,0.214815,0.241192
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,lr,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.642778,0.660082,0.56338,0.599953,0.745,0.220741,0.381397
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,lr,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.644661,0.6395,0.594551,0.615005,0.72,0.213333,0.368192
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,lr,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.582538,0.58676,0.50042,0.548272,0.62,0.183704,0.426184
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,lr,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.657018,0.633229,0.5856,0.605763,0.665,0.197037,0.374889
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,lr,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.630986,0.645305,0.531034,0.588117,0.72,0.213333,0.387126
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,mlp,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.757146,0.706293,0.616438,0.661445,0.725,0.214815,0.244723
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,mlp,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.739628,0.696158,0.642623,0.669326,0.75,0.222222,0.249452
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,mlp,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.728438,0.674053,0.542005,0.617792,0.7,0.207407,0.267763
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,mlp,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.742462,0.707183,0.627787,0.672219,0.74,0.219259,0.254223
mHSC-L,hHep,mHSC-L->hHep,native,scGPT_human,mlp,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.770749,0.740833,0.641702,0.681949,0.785,0.232593,0.210014
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,lr,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.500329,0.550528,0.386492,0.506232,0.57,0.168889,0.469768
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,lr,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.530322,0.552048,0.4,0.52017,0.555,0.164444,0.453547
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,lr,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.547094,0.598246,0.466312,0.544498,0.71,0.21037,0.42176
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,lr,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.506136,0.533214,0.39779,0.505728,0.55,0.162963,0.465807
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,lr,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.511431,0.546405,0.415771,0.506504,0.58,0.171852,0.454547
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,mlp,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.744244,0.746348,0.662548,0.66667,0.82,0.242963,0.225184
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,mlp,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.719157,0.733007,0.63711,0.664781,0.835,0.247407,0.251509
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,mlp,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.757547,0.741548,0.690386,0.687461,0.835,0.247407,0.213757
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,mlp,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.716396,0.717554,0.613712,0.650016,0.825,0.244444,0.283346
mHSC-L,hHep,mHSC-L->hHep,native,v4_bias_rec_best,mlp,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.678041,0.672893,0.577148,0.615474,0.775,0.22963,0.312219
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,lr,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.529739,0.578035,0.517375,0.522673,0.69,0.204444,0.442437
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,lr,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.63799,0.666432,0.629088,0.589562,0.745,0.220741,0.368424
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,lr,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.571879,0.598836,0.575126,0.546296,0.675,0.2,0.410551
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,lr,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.563885,0.596797,0.554441,0.522426,0.695,0.205926,0.427414
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,lr,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.552613,0.576669,0.568006,0.52874,0.635,0.188148,0.420035
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,mlp,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.638018,0.645254,0.561199,0.600104,0.72,0.213333,0.333962
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,mlp,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.646719,0.652914,0.606672,0.613206,0.675,0.2,0.308791
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,mlp,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.654643,0.653262,0.617247,0.61314,0.71,0.21037,0.289006
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,mlp,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.649197,0.645561,0.552477,0.595761,0.72,0.213333,0.330171
mHSC-L,hHep,mHSC-L->hHep,native,v4_plain_best,mlp,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.670207,0.663729,0.57947,0.614481,0.695,0.205926,0.261458
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,lr,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.636178,0.65948,0.602613,0.605244,0.72,0.213333,0.362629
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,lr,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.6446,0.656935,0.619636,0.598783,0.715,0.211852,0.373077
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,lr,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.672356,0.653604,0.66945,0.633986,0.675,0.2,0.331493
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,lr,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.609954,0.62078,0.59809,0.580754,0.705,0.208889,0.381231
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,lr,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.613091,0.613802,0.580046,0.585531,0.63,0.186667,0.383526
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,mlp,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.730484,0.705729,0.659509,0.661082,0.785,0.232593,0.244478
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,mlp,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.721776,0.696668,0.655539,0.65307,0.745,0.220741,0.23167
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,mlp,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.731083,0.712062,0.665644,0.667209,0.79,0.234074,0.249305
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,mlp,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.745948,0.72289,0.664567,0.675726,0.79,0.234074,0.220993
mHSC-L,hHep,mHSC-L->hHep,native,v4_type_pe_best,mlp,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.744446,0.708557,0.6961,0.68344,0.775,0.22963,0.217646
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,lr,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.475237,0.49785,0.371665,0.48349,0.485,0.143704,0.487987
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,lr,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.480336,0.499344,0.366327,0.48211,0.475,0.140741,0.493523
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,lr,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.435997,0.462687,0.365897,0.458763,0.365,0.108148,0.514875
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,lr,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.464786,0.487561,0.360146,0.470293,0.445,0.131852,0.51122
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,lr,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.480833,0.494151,0.340344,0.479162,0.48,0.142222,0.496019
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,mlp,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.476874,0.509541,0.271949,0.489644,0.48,0.142222,0.42068
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,mlp,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.473077,0.490213,0.260684,0.480402,0.45,0.133333,0.395482
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,mlp,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.497205,0.514971,0.178266,0.497903,0.515,0.152593,0.358612
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,mlp,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.467554,0.493911,0.248637,0.483179,0.455,0.134815,0.430143
mHSC-L,hHep,mHSC-L->hHep,native,scconcept,mlp,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.478958,0.506543,0.314115,0.48017,0.505,0.14963,0.375836
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,lr,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.507641,0.520825,0.404004,0.504634,0.545,0.161481,0.473609
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,lr,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.515847,0.522128,0.40367,0.508691,0.515,0.152593,0.465724
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,lr,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.480805,0.50359,0.356031,0.501062,0.53,0.157037,0.478479
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,lr,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.485193,0.499595,0.37702,0.474385,0.44,0.13037,0.489734
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,lr,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.507636,0.523542,0.409791,0.507597,0.545,0.161481,0.462791
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,mlp,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.53509,0.55226,0.349174,0.527084,0.605,0.179259,0.41945
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,mlp,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.544289,0.551215,0.405432,0.538517,0.565,0.167407,0.385056
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,mlp,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.534443,0.554582,0.327083,0.51503,0.58,0.171852,0.363224
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,mlp,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.520784,0.544343,0.338843,0.519425,0.57,0.168889,0.404978
mHSC-L,hHep,mHSC-L->hHep,native,scconcept_encoded,mlp,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.509031,0.528884,0.349239,0.51823,0.57,0.168889,0.399963
mHSC-L,hHep,mHSC-L->hHep,strict,minus,lr,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.6893,0.664433,0.444444,0.591049,0.529412,1.0,0.378957
mHSC-L,hHep,mHSC-L->hHep,strict,minus,lr,1,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.354595,0.443323,0.220183,0.462963,0.529412,1.0,0.537226
mHSC-L,hHep,mHSC-L->hHep,strict,minus,lr,2,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.395062,0.446379,0.095238,0.39892,0.529412,1.0,0.584373
mHSC-L,hHep,mHSC-L->hHep,strict,minus,lr,3,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.553326,0.561108,0.377953,0.49537,0.529412,1.0,0.462176
mHSC-L,hHep,mHSC-L->hHep,strict,minus,lr,4,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.567901,0.557339,0.4375,0.540895,0.529412,1.0,0.443054
mHSC-L,hHep,mHSC-L->hHep,strict,minus,mlp,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.440672,0.471995,0.188679,0.457562,0.529412,1.0,0.42109
mHSC-L,hHep,mHSC-L->hHep,strict,minus,mlp,1,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.345508,0.424087,0.061224,0.421296,0.529412,1.0,0.548159
mHSC-L,hHep,mHSC-L->hHep,strict,minus,mlp,2,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.61797,0.600887,0.344828,0.51929,0.529412,1.0,0.348936
mHSC-L,hHep,mHSC-L->hHep,strict,minus,mlp,3,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.606996,0.560304,0.218182,0.456019,0.529412,1.0,0.335337
mHSC-L,hHep,mHSC-L->hHep,strict,minus,mlp,4,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.678498,0.625742,0.327273,0.534722,0.529412,1.0,0.361554
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,lr,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.686728,0.689205,0.631579,0.636574,0.529412,1.0,0.33851
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,lr,1,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.718278,0.724115,0.567164,0.630401,0.529412,1.0,0.328328
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,lr,2,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.54441,0.568665,0.469697,0.552469,0.529412,1.0,0.437924
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,lr,3,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.664095,0.681337,0.60274,0.625772,0.529412,1.0,0.330127
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,lr,4,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.780864,0.769075,0.741176,0.708333,0.529412,1.0,0.248303
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,mlp,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.546639,0.530152,0.311475,0.464506,0.529412,1.0,0.440024
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,mlp,1,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.657407,0.622063,0.372881,0.531636,0.529412,1.0,0.316408
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,mlp,2,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.496914,0.505686,0.12,0.446759,0.529412,1.0,0.403532
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,mlp,3,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.539609,0.521137,0.103093,0.454475,0.529412,1.0,0.381534
mHSC-L,hHep,mHSC-L->hHep,strict,baseline,mlp,4,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.557099,0.544831,0.275229,0.502315,0.529412,1.0,0.373023
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,lr,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.711591,0.716763,0.622517,0.630401,0.529412,1.0,0.308102
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,lr,1,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.695816,0.66374,0.567164,0.630401,0.529412,1.0,0.331092
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,lr,2,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.635802,0.665827,0.528,0.627315,0.529412,1.0,0.355403
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,lr,3,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.681413,0.678169,0.591549,0.627315,0.529412,1.0,0.314495
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,lr,4,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.739198,0.778289,0.662338,0.662037,0.529412,1.0,0.266486
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,mlp,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.469136,0.493054,0.190476,0.464506,0.529412,1.0,0.37927
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,mlp,1,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.753772,0.706273,0.573643,0.652006,0.529412,1.0,0.250605
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,mlp,2,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.503429,0.524845,0.176471,0.472222,0.529412,1.0,0.397183
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,mlp,3,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.709877,0.714434,0.542636,0.625772,0.529412,1.0,0.286727
mHSC-L,hHep,mHSC-L->hHep,strict,scGPT_human,mlp,4,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.634431,0.609871,0.416667,0.557099,0.529412,1.0,0.346001
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,lr,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.417181,0.457736,0.299213,0.429784,0.529412,1.0,0.543858
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,lr,1,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.440501,0.465677,0.402878,0.464506,0.529412,1.0,0.491949
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,lr,2,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.538066,0.516355,0.275862,0.466821,0.529412,1.0,0.508038
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,lr,3,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.28858,0.403548,0.144144,0.396605,0.529412,1.0,0.599761
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,lr,4,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.454733,0.471545,0.373134,0.459877,0.529412,1.0,0.506199
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,mlp,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.725652,0.682069,0.7,0.685957,0.529412,1.0,0.220288
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,mlp,1,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.5643,0.55953,0.459259,0.531636,0.529412,1.0,0.322404
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,mlp,2,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.67524,0.607143,0.622517,0.630401,0.529412,1.0,0.280787
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,mlp,3,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.703875,0.698675,0.657534,0.678241,0.529412,1.0,0.245336
mHSC-L,hHep,mHSC-L->hHep,strict,v4_bias_rec_best,mlp,4,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.594993,0.566366,0.535211,0.574846,0.529412,1.0,0.36522
mHSC-L,hHep,mHSC-L->hHep,strict,v4_plain_best,lr,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.701132,0.662904,0.653595,0.655864,0.529412,1.0,0.307728
mHSC-L,hHep,mHSC-L->hHep,strict,v4_plain_best,lr,1,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.64952,0.623398,0.594595,0.611883,0.529412,1.0,0.36081
mHSC-L,hHep,mHSC-L->hHep,strict,v4_plain_best,lr,2,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.555556,0.552465,0.49635,0.557099,0.529412,1.0,0.42554
mHSC-L,hHep,mHSC-L->hHep,strict,v4_plain_best,lr,3,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.620027,0.58268,0.507042,0.548611,0.529412,1.0,0.404526
mHSC-L,hHep,mHSC-L->hHep,strict,v4_plain_best,lr,4,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.71845,0.710551,0.675497,0.68287,0.529412,1.0,0.288427
mHSC-L,hHep,mHSC-L->hHep,strict,v4_plain_best,mlp,0,2794,0.5867282654346913,1453,153,46,45,0.0164638511095204,0.0161059413027916,mean_embedding,0.627915,0.603417,0.540146,0.596451,0.529412,1.0,0.311764
