train_dataset,test_dataset,direction,protocol,embedding,clf,seed,n_common_genes,retained_fraction,n_train_edges,n_test_edges,oov_train_count,oov_test_count,oov_train_rate,oov_test_rate,oov_policy,auroc,auprc,f1,balanced_accuracy,precision_at_k,recall_at_k,calibration_brier
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,lr,0,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.361823,0.255214,0.27027,0.459402,0.315789,1.0,0.461321
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,lr,1,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.336182,0.268702,0.232558,0.382479,0.315789,1.0,0.522116
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,lr,2,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.34188,0.250106,0.195122,0.367521,0.315789,1.0,0.490056
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,lr,3,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.293447,0.233681,0.222222,0.356838,0.315789,1.0,0.547264
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,lr,4,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.373219,0.256485,0.205128,0.393162,0.315789,1.0,0.486671
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,mlp,0,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.276353,0.228947,0.066667,0.386752,0.315789,1.0,0.388888
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,mlp,1,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.376068,0.2596,0.074074,0.425214,0.315789,1.0,0.324973
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,mlp,2,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.407407,0.274795,0.0,0.397436,0.315789,1.0,0.295659
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,mlp,3,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.349003,0.248577,0.071429,0.412393,0.315789,1.0,0.308286
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept,mlp,4,2845,0.5974380512389752,2059,57,513,303,0.1803163444639718,0.1065026362038664,mean_embedding,0.303419,0.236829,0.064516,0.373932,0.315789,1.0,0.372086
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,lr,0,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.538826,0.753152,0.470588,0.494318,0.673469,1.0,0.460289
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,lr,1,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.565341,0.772941,0.48,0.525568,0.673469,1.0,0.462613
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,lr,2,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.533144,0.779101,0.530612,0.60322,0.673469,1.0,0.430147
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,lr,3,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.572917,0.778971,0.538462,0.555871,0.673469,1.0,0.404405
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,lr,4,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.699811,0.85603,0.521739,0.650568,0.673469,1.0,0.364473
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,mlp,0,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.489583,0.7375,0.341463,0.574811,0.673469,1.0,0.414693
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,mlp,1,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.480114,0.736707,0.434783,0.557765,0.673469,1.0,0.378109
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,mlp,2,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.523674,0.746404,0.4,0.542614,0.673469,1.0,0.356275
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,mlp,3,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.408144,0.702671,0.292683,0.528409,0.673469,1.0,0.413443
mHSC-L,hESC,mHSC-L->hESC,coverage_matched,scconcept_encoded,mlp,4,2845,0.5974380512389752,1632,49,520,352,0.1827768014059754,0.123725834797891,mean_embedding,0.637311,0.819855,0.541667,0.63447,0.673469,1.0,0.35595
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,lr,0,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.492713,0.380764,0.35443,0.476518,0.368932,1.0,0.425707
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,lr,1,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.463158,0.387855,0.43956,0.509312,0.368932,1.0,0.441609
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,lr,2,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.502834,0.367898,0.4,0.492915,0.368932,1.0,0.417862
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,lr,3,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.551417,0.437634,0.43038,0.539069,0.368932,1.0,0.360224
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,lr,4,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.448178,0.367177,0.375,0.489676,0.368932,1.0,0.44555
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,mlp,0,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.498785,0.389112,0.4,0.545749,0.368932,1.0,0.34204
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,mlp,1,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.557895,0.445457,0.410959,0.543522,0.368932,1.0,0.294018
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,mlp,2,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.553036,0.429646,0.405405,0.53583,0.368932,1.0,0.314097
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,mlp,3,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.564372,0.447537,0.540541,0.640081,0.368932,1.0,0.279335
mHSC-L,hESC,mHSC-L->hESC,topology_matched,minus,mlp,4,2752,0.5779084418311634,474,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.551822,0.408529,0.405405,0.53583,0.368932,1.0,0.28395
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,lr,0,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.495547,0.419659,0.170213,0.51417,0.368932,1.0,0.347918
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,lr,1,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.612551,0.53457,0.385965,0.583198,0.368932,1.0,0.293017
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,lr,2,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.661134,0.620186,0.340426,0.597571,0.368932,1.0,0.266885
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,lr,3,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.587449,0.464153,0.244898,0.540486,0.368932,1.0,0.324649
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,lr,4,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.626721,0.549531,0.26087,0.563563,0.368932,1.0,0.299727
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,mlp,0,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.676113,0.571561,0.181818,0.537247,0.368932,1.0,0.283172
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,mlp,1,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.585425,0.54459,0.266667,0.571255,0.368932,1.0,0.277547
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,mlp,2,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.727126,0.645705,0.423077,0.62166,0.368932,1.0,0.209123
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,mlp,3,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.611741,0.515629,0.095238,0.510931,0.368932,1.0,0.307883
mHSC-L,hESC,mHSC-L->hESC,topology_matched,baseline,mlp,4,2752,0.5779084418311634,426,103,48,48,0.0174418604651162,0.0174418604651162,mean_embedding,0.717004,0.619313,0.352941,0.587652,0.368932,1.0,0.223202
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,lr,0,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.534008,0.422576,0.3,0.518421,0.368932,1.0,0.343888
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,lr,1,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.618219,0.473059,0.327869,0.531579,0.368932,1.0,0.305931
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,lr,2,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.592713,0.42822,0.322581,0.523887,0.368932,1.0,0.321774
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,lr,3,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.525911,0.394053,0.307692,0.50081,0.368932,1.0,0.347859
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,lr,4,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.635628,0.504666,0.25,0.50749,0.368932,1.0,0.293802
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,mlp,0,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.610526,0.439126,0.366667,0.560121,0.368932,1.0,0.256367
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,mlp,1,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.533603,0.380514,0.042553,0.451619,0.368932,1.0,0.344453
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,mlp,2,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.58502,0.481024,0.344828,0.554656,0.368932,1.0,0.291147
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,mlp,3,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.565992,0.388517,0.081633,0.457085,0.368932,1.0,0.371308
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scGPT_human,mlp,4,2752,0.5779084418311634,503,103,49,47,0.0178052325581395,0.017078488372093,mean_embedding,0.634413,0.450603,0.163265,0.498785,0.368932,1.0,0.304204
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,lr,0,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.515385,0.492556,0.419355,0.586437,0.368932,1.0,0.312233
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,lr,1,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.551822,0.452894,0.380952,0.557895,0.368932,1.0,0.313986
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,lr,2,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.62834,0.531018,0.507463,0.631377,0.368932,1.0,0.281814
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,lr,3,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.539676,0.425912,0.295082,0.510729,0.368932,1.0,0.340805
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,lr,4,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.505263,0.409862,0.245614,0.499798,0.368932,1.0,0.365506
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,mlp,0,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.615789,0.494972,0.37037,0.585425,0.368932,1.0,0.262083
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,mlp,1,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.768421,0.63265,0.37037,0.585425,0.368932,1.0,0.1984
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,mlp,2,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.627935,0.579872,0.4,0.598583,0.368932,1.0,0.250179
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,mlp,3,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.659514,0.544194,0.363636,0.577733,0.368932,1.0,0.232991
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_bias_rec_best,mlp,4,2752,0.5779084418311634,443,103,49,48,0.0178052325581395,0.0174418604651162,mean_embedding,0.631984,0.544984,0.392857,0.590891,0.368932,1.0,0.229837
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,lr,0,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.580972,0.512003,0.222222,0.550405,0.368932,1.0,0.311765
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,lr,1,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.563158,0.429179,0.430769,0.584211,0.368932,1.0,0.311639
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,lr,2,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.532389,0.418135,0.218182,0.494332,0.368932,1.0,0.34538
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,lr,3,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.510121,0.44893,0.296296,0.543725,0.368932,1.0,0.335368
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,lr,4,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.512551,0.425734,0.262295,0.489879,0.368932,1.0,0.361294
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,mlp,0,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.568826,0.492067,0.186047,0.544939,0.368932,1.0,0.249811
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,mlp,1,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.505263,0.455153,0.181818,0.537247,0.368932,1.0,0.297103
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,mlp,2,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.660729,0.628126,0.190476,0.552632,0.368932,1.0,0.238252
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,mlp,3,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.535223,0.403992,0.0,0.492308,0.368932,1.0,0.285727
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_plain_best,mlp,4,2752,0.5779084418311634,393,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.451012,0.447487,0.142857,0.531781,0.368932,1.0,0.293318
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,lr,0,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.64251,0.629368,0.415094,0.613968,0.368932,1.0,0.254315
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,lr,1,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.662348,0.568333,0.285714,0.561336,0.368932,1.0,0.288843
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,lr,2,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.695547,0.560383,0.419355,0.586437,0.368932,1.0,0.261351
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,lr,3,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.635628,0.538595,0.313725,0.566802,0.368932,1.0,0.305553
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,lr,4,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.672065,0.575964,0.37037,0.585425,0.368932,1.0,0.284808
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,mlp,0,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.70081,0.598776,0.186047,0.544939,0.368932,1.0,0.316992
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,mlp,1,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.479352,0.38614,0.05,0.505466,0.368932,1.0,0.278181
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,mlp,2,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.635628,0.570154,0.222222,0.550405,0.368932,1.0,0.244461
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,mlp,3,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.665587,0.556565,0.255319,0.55587,0.368932,1.0,0.257161
mHSC-L,hESC,mHSC-L->hESC,topology_matched,v4_type_pe_best,mlp,4,2752,0.5779084418311634,396,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.61336,0.527025,0.227273,0.558097,0.368932,1.0,0.306268
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,lr,0,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.61498,0.552412,0.32,0.574494,0.368932,1.0,0.283919
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,lr,1,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.57247,0.442324,0.086957,0.480162,0.368932,1.0,0.322428
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,lr,2,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.558704,0.444888,0.212766,0.53502,0.368932,1.0,0.311341
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,lr,3,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.605668,0.466263,0.27451,0.545951,0.368932,1.0,0.303284
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,lr,4,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.648178,0.572237,0.291667,0.569028,0.368932,1.0,0.280558
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,mlp,0,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.479352,0.405924,0.1,0.526316,0.368932,1.0,0.313993
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,mlp,1,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.536437,0.42087,0.04878,0.497773,0.368932,1.0,0.325076
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,mlp,2,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.575709,0.471318,0.04878,0.497773,0.368932,1.0,0.267774
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,mlp,3,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.422672,0.347648,0.05,0.505466,0.368932,1.0,0.290791
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept,mlp,4,2752,0.5779084418311634,421,103,48,49,0.0174418604651162,0.0178052325581395,mean_embedding,0.528745,0.374079,0.16,0.491093,0.368932,1.0,0.267483
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,lr,0,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.612903,0.473443,0.518519,0.598896,0.38,1.0,0.363281
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,lr,1,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.675297,0.611645,0.567901,0.641341,0.38,1.0,0.310173
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,lr,2,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.654924,0.606126,0.486486,0.591681,0.38,1.0,0.314874
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,lr,3,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.609932,0.515342,0.467532,0.567487,0.38,1.0,0.362291
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,lr,4,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.675722,0.588416,0.554217,0.625212,0.38,1.0,0.3159
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,mlp,0,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.592105,0.459657,0.467532,0.567487,0.38,1.0,0.259233
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,mlp,1,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.667233,0.576232,0.451613,0.603565,0.38,1.0,0.248754
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,mlp,2,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.609508,0.488815,0.358209,0.520798,0.38,1.0,0.252423
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,mlp,3,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.644312,0.600035,0.470588,0.597623,0.38,1.0,0.25645
mHSC-L,hESC,mHSC-L->hESC,topology_matched,scconcept_encoded,mlp,4,2752,0.5779084418311634,475,100,48,47,0.0174418604651162,0.017078488372093,mean_embedding,0.594652,0.496224,0.358209,0.520798,0.38,1.0,0.337592
mHSC-L,hHep,mHSC-L->hHep,native,minus,lr,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.463606,0.48463,0.402053,0.469169,0.425,0.125926,0.486169
mHSC-L,hHep,mHSC-L->hHep,native,minus,lr,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.459889,0.509441,0.447452,0.470806,0.5,0.148148,0.493198
mHSC-L,hHep,mHSC-L->hHep,native,minus,lr,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.448806,0.485456,0.449675,0.483666,0.47,0.139259,0.485317
mHSC-L,hHep,mHSC-L->hHep,native,minus,lr,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.5096,0.555606,0.51446,0.512237,0.57,0.168889,0.460199
mHSC-L,hHep,mHSC-L->hHep,native,minus,lr,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.491194,0.526521,0.494226,0.498063,0.56,0.165926,0.466439
mHSC-L,hHep,mHSC-L->hHep,native,minus,mlp,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.536778,0.525579,0.473862,0.526186,0.485,0.143704,0.391187
mHSC-L,hHep,mHSC-L->hHep,native,minus,mlp,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.583041,0.569427,0.484335,0.537801,0.545,0.161481,0.30552
mHSC-L,hHep,mHSC-L->hHep,native,minus,mlp,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.674978,0.641331,0.581377,0.606907,0.695,0.205926,0.252836
mHSC-L,hHep,mHSC-L->hHep,native,minus,mlp,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.645238,0.605292,0.571904,0.609245,0.58,0.171852,0.282049
mHSC-L,hHep,mHSC-L->hHep,native,minus,mlp,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.655941,0.629661,0.604758,0.606725,0.66,0.195556,0.248122
mHSC-L,hHep,mHSC-L->hHep,native,baseline,lr,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.619296,0.645813,0.567631,0.578224,0.76,0.225185,0.388802
mHSC-L,hHep,mHSC-L->hHep,native,baseline,lr,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.584933,0.59626,0.550192,0.551527,0.635,0.188148,0.409553
mHSC-L,hHep,mHSC-L->hHep,native,baseline,lr,2,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.647296,0.646031,0.629604,0.589511,0.685,0.202963,0.363267
mHSC-L,hHep,mHSC-L->hHep,native,baseline,lr,3,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.576115,0.572925,0.569742,0.553331,0.605,0.179259,0.406447
mHSC-L,hHep,mHSC-L->hHep,native,baseline,lr,4,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.67851,0.678008,0.65784,0.621782,0.76,0.225185,0.341863
mHSC-L,hHep,mHSC-L->hHep,native,baseline,mlp,0,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.677702,0.695703,0.619234,0.628776,0.775,0.22963,0.262803
mHSC-L,hHep,mHSC-L->hHep,native,baseline,mlp,1,4762,1.0,5221,1307,867,704,0.1820663586728265,0.0611376465479808,mean_embedding,0.677685,0.697309,0.597403,0.623067,0.795,0.235556,0.281204
